Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Profit_Margin_Pct,Delivery_Days,Discount_Band,Order_Year,Order_Month,Order_Month_Name,Season,Is_Loss,Margin_Band,Sales_Bucket,Revenue_per_Unit,Profit_per_Unit,Discount_Amount,Ship_Speed
73,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager'S Chair,831.936,8,0.2,-114.3912,-13.75,6,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Large ($500-1K),103.99,-14.3,166.39,Economy
74,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",97.04,2,0.2,1.213,1.25,6,Low (1-20%),2015,4,Apr,Spring,Profit,Low (0-10%),Small ($50-200),48.52,0.61,19.41,Economy
75,US-2015-134026,26/04/2015,02/05/2015,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,-25,6,Low (1-20%),2015,4,Apr,Spring,Loss,Loss,Small ($50-200),72.78,-18.2,14.56,Economy
76,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-1.9344,-155,2,High (41%+),2017,12,Dec,Winter,Loss,Loss,Micro (<$50),0.42,-0.64,1,Fast
77,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,-60,2,High (41%+),2017,12,Dec,Winter,Loss,Loss,Micro (<$50),3.24,-1.94,5.82,Fast
78,US-2017-118038,09/12/2017,11/12/2017,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",27.24,3,0.2,2.724,10,2,Low (1-20%),2017,12,Dec,Winter,Profit,Medium (10-20%),Micro (<$50),9.08,0.91,5.45,Fast
79,US-2014-147606,26/11/2014,01/12/2014,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,-75,5,High (41%+),2014,11,Nov,Fall,Loss,Loss,Micro (<$50),3.86,-2.9,11.58,Standard
80,CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0,56.2032,27,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Medium ($200-500),208.16,56.2,0,Fast
81,CA-2016-127208,12/06/2016,15/06/2016,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty Ezd  Binder With Locking Rings,16.74,3,0,8.0352,48,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),5.58,2.68,0,Fast
82,CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 By Central Association For The Blind",14.9,5,0,4.172,28,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),2.98,0.83,0,Economy
83,CA-2014-139451,12/10/2014,16/10/2014,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0,6.2031,29,4,No Discount,2014,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),21.39,6.2,0,Economy
84,CA-2015-149734,03/09/2015,08/09/2015,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,62.8075,31.25,5,Low (1-20%),2015,9,Sep,Fall,Profit,High (>=20%),Medium ($200-500),28.71,8.97,40.2,Economy
85,US-2017-119662,13/11/2017,16/11/2017,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-48.9549,-21.25,3,Low (1-20%),2017,11,Nov,Fall,Loss,Loss,Medium ($200-500),76.79,-16.32,46.08,Fast
86,CA-2017-140088,28/05/2017,30/05/2017,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0,33.2156,11,2,No Discount,2017,5,May,Spring,Profit,Medium (10-20%),Medium ($200-500),150.98,16.61,0,Standard
87,CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,19.99,1,0,6.7966,34,7,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),19.99,6.8,0,Economy
88,CA-2017-155558,26/10/2017,02/11/2017,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0,2.9568,48,7,No Discount,2017,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),3.08,1.48,0,Economy
89,CA-2016-159695,05/04/2016,10/04/2016,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,13.8572,8.75,5,Low (1-20%),2016,4,Apr,Spring,Profit,Low (0-10%),Small ($50-200),22.62,1.98,31.67,Standard
90,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder With Pocket Clip,20.1,3,0,6.633,33,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.7,2.21,0,Economy
91,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,73.584,2,0.2,8.2782,11.25,5,Low (1-20%),2016,9,Sep,Fall,Profit,Medium (10-20%),Small ($50-200),36.79,4.14,14.72,Economy
92,CA-2016-109806,17/09/2016,22/09/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0,3.1104,48,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Economy
93,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208,48,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),6.48,3.11,0,Standard
94,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354,31,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Small ($50-200),17.78,5.51,0,Standard
95,CA-2015-149587,31/01/2015,05/02/2015,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,16.1504,49,5,No Discount,2015,1,Jan,Winter,Profit,High (>=20%),Micro (<$50),16.48,8.08,0,Standard
96,US-2017-109484,06/11/2017,12/11/2017,Standard Class,RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,5.682,1,0.7,-3.788,-66.67,6,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),5.68,-3.79,3.98,Economy
97,CA-2017-161018,09/11/2017,11/11/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0,40.5426,42,2,No Discount,2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),13.79,5.79,0,Standard
98,CA-2017-157833,17/06/2017,20/06/2017,First Class,KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,35,3,Low (1-20%),2017,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),17.1,5.99,10.26,Fast
99,CA-2016-149223,06/09/2016,11/09/2016,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,77.88,6,0,22.5852,29,5,No Discount,2016,9,Sep,Fall,Profit,High (>=20%),Small ($50-200),12.98,3.76,0,Economy
100,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,0.2,22.6184,35,4,Low (1-20%),2016,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),9.23,3.23,12.92,Economy
101,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,Sandisk Ultra 64 Gb Microsdhc Class 10 Memory Card,95.976,3,0.2,-10.7973,-11.25,4,Low (1-20%),2016,8,Aug,Summer,Loss,Loss,Small ($50-200),31.99,-3.6,19.2,Economy
102,CA-2016-158568,29/08/2016,02/09/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers For Binding Systems,1.788,3,0.8,-3.0396,-170,4,High (41%+),2016,8,Aug,Summer,Loss,Loss,Micro (<$50),0.6,-1.01,1.43,Economy
103,CA-2016-129903,01/12/2016,04/12/2016,Second Class,GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),23.92,4,0,11.7208,49,3,No Discount,2016,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),5.98,2.93,0,Standard
104,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,-11.25,4,Low (1-20%),2015,11,Nov,Fall,Loss,Loss,Medium ($200-500),39.82,-4.48,47.78,Economy
105,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-O Duramat Lighweight, Studded, Beveled Mat For Low Pile Carpeting",102.36,3,0.2,-3.8385,-3.75,4,Low (1-20%),2015,11,Nov,Fall,Loss,Loss,Small ($50-200),34.12,-1.28,20.47,Economy
106,US-2015-156867,13/11/2015,17/11/2015,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",36.882,3,0.7,-25.8174,-70,4,High (41%+),2015,11,Nov,Fall,Loss,Loss,Micro (<$50),12.29,-8.61,25.82,Economy
107,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 Gb Usb 2.0 Flash Drive,74.112,8,0.2,17.6016,23.75,5,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),9.26,2.2,14.82,Economy
108,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,7.5,5,Low (1-20%),2017,11,Nov,Fall,Profit,Low (0-10%),Micro (<$50),27.99,2.1,5.6,Economy
109,CA-2017-119004,23/11/2017,28/11/2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,32.5,5,Low (1-20%),2017,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),3.3,1.07,0.66,Economy
110,CA-2015-129476,15/10/2015,20/10/2015,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510S - Keyboard,339.96,5,0.2,67.992,20,5,Low (1-20%),2015,10,Oct,Fall,Profit,High (>=20%),Medium ($200-500),67.99,13.6,67.99,Economy
111,CA-2017-146780,25/12/2017,30/12/2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0,10.9096,26,5,No Discount,2017,12,Dec,Winter,Profit,High (>=20%),Micro (<$50),20.98,5.45,0,Economy
112,CA-2016-128867,03/11/2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-AR-10000380,Office Supplies,Art,"Hunt Powerhouse Electric Pencil Sharpener, Blue",75.96,2,0,22.788,30,7,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Small ($50-200),37.98,11.39,0,Economy
113,CA-2016-128867,03/11/2016,10/11/2016,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",27.24,6,0,13.3476,49,7,No Discount,2016,11,Nov,Fall,Profit,High (>=20%),Micro (<$50),4.54,2.22,0,Economy
114,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"Oic Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348,36.25,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.86,1.04,8.02,Standard
115,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 X 9 1/2",4.72,2,0.2,1.652,35,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),2.36,0.83,0.94,Standard
116,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925,31.25,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Micro (<$50),7.99,2.5,4.8,Standard
117,CA-2014-115259,25/08/2014,27/08/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316,33.75,2,Low (1-20%),2014,8,Aug,Summer,Profit,High (>=20%),Small ($50-200),21.74,7.34,26.09,Standard
118,CA-2015-110457,02/03/2015,06/03/2015,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,0,165.3813,21,4,No Discount,2015,3,Mar,Spring,Profit,High (>=20%),Large ($500-1K),262.51,55.13,0,Economy
119,US-2015-136476,05/04/2015,10/04/2015,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,OFF-BI-10003650,Office Supplies,Binders,Gbc Docubind 300 Electric Binding Machine,157.794,1,0.7,-115.7156,-73.33,5,High (41%+),2015,4,Apr,Spring,Loss,Loss,Small ($50-200),157.79,-115.72,110.46,Economy
120,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,18.3456,39,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),15.68,6.12,0,Fast
121,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,Dxl Angle-View Binders With Locking Rings By Samsill,30.84,4,0,13.878,45,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Micro (<$50),7.71,3.47,0,Fast
122,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0,63.4368,28,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Medium ($200-500),37.76,10.57,0,Fast
123,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0,51.759,45,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),12.78,5.75,0,Fast
124,CA-2016-103730,12/06/2016,15/06/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,Kld Oscar Ii Style Snap-On Ultra Thin Side Flip Synthetic Leather Cover Case For Htc One Htc M7,68.04,7,0,19.7316,29,3,No Discount,2016,6,Jun,Summer,Profit,High (>=20%),Small ($50-200),9.72,2.82,0,Fast
125,US-2014-152030,26/12/2014,28/12/2014,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,600.558,3,0.3,-8.5794,-1.43,2,Medium (21-40%),2014,12,Dec,Winter,Loss,Loss,Large ($500-1K),200.19,-2.86,180.17,Standard
126,US-2014-134614,20/09/2014,25/09/2014,Standard Class,PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 X 96 Conference Tables,617.7,6,0.5,-407.682,-66,5,High (41%+),2014,9,Sep,Fall,Loss,Loss,Large ($500-1K),102.95,-67.95,308.85,Economy
127,US-2017-107272,05/11/2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",2.388,2,0.7,-1.8308,-76.67,7,High (41%+),2017,11,Nov,Fall,Loss,Loss,Micro (<$50),1.19,-0.92,1.67,Economy
128,US-2017-107272,05/11/2017,12/11/2017,Standard Class,TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",243.992,7,0.2,30.499,12.5,7,Low (1-20%),2017,11,Nov,Fall,Profit,Medium (10-20%),Medium ($200-500),34.86,4.36,48.8,Economy
129,US-2016-125969,06/11/2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",81.424,2,0.2,-9.1602,-11.25,4,Low (1-20%),2016,11,Nov,Fall,Loss,Loss,Small ($50-200),40.71,-4.58,16.28,Standard
130,US-2016-125969,06/11/2016,10/11/2016,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats For High Pile Carpets,238.56,3,0,26.2416,11,4,No Discount,2016,11,Nov,Fall,Profit,Medium (10-20%),Medium ($200-500),79.52,8.75,0,Standard
131,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,59.97,5,0.4,-11.994,-20,3,Medium (21-40%),2017,2,Feb,Winter,Loss,Loss,Small ($50-200),11.99,-2.4,23.99,Fast
132,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364,37.5,3,Low (1-20%),2017,2,Feb,Winter,Profit,High (>=20%),Small ($50-200),39.15,14.68,15.66,Fast
133,US-2017-164147,02/02/2017,05/02/2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732,32.5,3,Low (1-20%),2017,2,Feb,Winter,Profit,High (>=20%),Micro (<$50),2.38,0.77,4.29,Fast
134,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3,0,9.6192,48,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),6.68,3.21,0,Economy
135,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568,47,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),35.44,16.66,0,Economy
136,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,0,3.456,30,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),2.88,0.86,0,Economy
137,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0,1.9698,49,6,No Discount,2016,10,Oct,Fall,Profit,High (>=20%),Micro (<$50),2.01,0.98,0,Economy
138,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,OFF-BI-10004781,Office Supplies,Binders,Gbc Wire Binding Strips,76.176,3,0.2,26.6616,35,6,Low (1-20%),2016,10,Oct,Fall,Profit,High (>=20%),Small ($50-200),25.39,8.89,15.24,Economy
